entity_id,state,last_changed
sensor.xiao_sensor_xiao_12d7dc_battery,97.0,2026-07-29T02:17:25.327Z
sensor.xiao_sensor_xiao_12d7dc_battery,96.4,2026-07-29T02:17:36.545Z
sensor.xiao_sensor_xiao_12d7dc_battery,97.0,2026-07-29T02:17:49.073Z
sensor.xiao_sensor_xiao_12d7dc_battery,96.8,2026-07-29T02:18:11.896Z
sensor.xiao_sensor_xiao_12d7dc_battery,97.2,2026-07-29T02:18:23.333Z
sensor.xiao_sensor_xiao_12d7dc_battery,94.0,2026-07-29T02:18:34.583Z
sensor.xiao_sensor_xiao_12d7dc_battery,97.0,2026-07-29T02:18:45.866Z
sensor.xiao_sensor_xiao_12d7dc_battery,95.8,2026-07-29T02:18:57.313Z
sensor.xiao_sensor_xiao_12d7dc_battery,97.0,2026-07-29T02:19:08.908Z
sensor.xiao_sensor_xiao_12d7dc_battery,97.2,2026-07-29T02:19:31.593Z
sensor.xiao_sensor_xiao_12d7dc_battery,97.0,2026-07-29T02:19:43.156Z
sensor.xiao_sensor_xiao_12d7dc_battery,97.2,2026-07-29T02:19:54.321Z
sensor.xiao_sensor_xiao_12d7dc_battery,97.0,2026-07-29T02:20:05.899Z
sensor.xiao_sensor_xiao_12d7dc_battery,97.2,2026-07-29T02:20:17.082Z
sensor.xiao_sensor_xiao_12d7dc_battery,97.0,2026-07-29T02:21:03.965Z
sensor.xiao_sensor_xiao_12d7dc_battery,97.2,2026-07-29T02:21:26.326Z
sensor.xiao_sensor_xiao_12d7dc_battery,97.0,2026-07-29T02:21:37.513Z
sensor.xiao_sensor_xiao_12d7dc_battery,97.2,2026-07-29T02:21:59.886Z
sensor.xiao_sensor_xiao_12d7dc_battery,97.0,2026-07-29T02:22:11.053Z
sensor.xiao_sensor_xiao_12d7dc_battery,97.2,2026-07-29T02:22:22.342Z
sensor.xiao_sensor_xiao_12d7dc_battery,97.0,2026-07-29T02:22:33.861Z
sensor.xiao_sensor_xiao_12d7dc_battery,97.2,2026-07-29T02:22:56.804Z
sensor.xiao_sensor_xiao_12d7dc_battery,96.8,2026-07-29T02:23:08.091Z
sensor.xiao_sensor_xiao_12d7dc_battery,97.0,2026-07-29T02:23:19.332Z
sensor.xiao_sensor_xiao_12d7dc_battery,95.6,2026-07-29T02:24:39.778Z
sensor.xiao_sensor_xiao_12d7dc_battery,97.0,2026-07-29T02:24:51.001Z
sensor.xiao_sensor_xiao_12d7dc_battery,96.8,2026-07-29T02:25:14.391Z
sensor.xiao_sensor_xiao_12d7dc_battery,97.0,2026-07-29T02:25:26.879Z
sensor.xiao_sensor_xiao_12d7dc_battery,96.8,2026-07-29T02:26:12.009Z
sensor.xiao_sensor_xiao_12d7dc_battery,97.0,2026-07-29T02:27:08.239Z
sensor.xiao_sensor_xiao_12d7dc_battery,96.8,2026-07-29T02:27:20.380Z
sensor.xiao_sensor_xiao_12d7dc_battery,97.0,2026-07-29T02:27:31.545Z
sensor.xiao_sensor_xiao_12d7dc_battery,96.8,2026-07-29T02:27:42.702Z
sensor.xiao_sensor_xiao_12d7dc_battery,97.0,2026-07-29T02:28:16.293Z
sensor.xiao_sensor_xiao_12d7dc_battery,96.8,2026-07-29T02:28:38.734Z
sensor.xiao_sensor_xiao_12d7dc_battery,96.6,2026-07-29T02:28:49.901Z
sensor.xiao_sensor_xiao_12d7dc_battery,96.8,2026-07-29T02:29:01.411Z
sensor.xiao_sensor_xiao_12d7dc_battery,97.0,2026-07-29T02:29:24.400Z
sensor.xiao_sensor_xiao_12d7dc_battery,96.8,2026-07-29T02:29:35.582Z
sensor.xiao_sensor_xiao_12d7dc_battery,97.0,2026-07-29T02:29:47.023Z
sensor.xiao_sensor_xiao_12d7dc_battery,96.8,2026-07-29T02:29:58.234Z
sensor.xiao_sensor_xiao_12d7dc_battery,97.0,2026-07-29T02:30:20.571Z
sensor.xiao_sensor_xiao_12d7dc_battery,96.8,2026-07-29T02:30:31.910Z
sensor.xiao_sensor_xiao_12d7dc_battery,93.5,2026-07-29T02:30:43.094Z
sensor.xiao_sensor_xiao_12d7dc_battery,97.0,2026-07-29T02:30:54.280Z
sensor.xiao_sensor_xiao_12d7dc_battery,96.8,2026-07-29T02:31:20.313Z
sensor.xiao_sensor_xiao_12d7dc_battery,97.0,2026-07-29T02:31:42.641Z
sensor.xiao_sensor_xiao_12d7dc_battery,95.0,2026-07-29T02:31:53.938Z
sensor.xiao_sensor_xiao_12d7dc_battery,97.0,2026-07-29T02:32:05.157Z
sensor.xiao_sensor_xiao_12d7dc_battery,96.8,2026-07-29T02:32:16.344Z
sensor.xiao_sensor_xiao_12d7dc_battery,97.0,2026-07-29T02:33:24.937Z
sensor.xiao_sensor_xiao_12d7dc_battery,96.6,2026-07-29T02:33:36.158Z
sensor.xiao_sensor_xiao_12d7dc_battery,96.8,2026-07-29T02:33:47.709Z
sensor.xiao_sensor_xiao_12d7dc_battery,96.6,2026-07-29T02:33:59.157Z
sensor.xiao_sensor_xiao_12d7dc_battery,96.8,2026-07-29T02:34:10.371Z
