entity_id,state,last_changed
sensor.xiao_sensor_xiao_12d7dc_battery_voltage,3.98,2026-07-24T23:36:37.838Z
sensor.xiao_sensor_xiao_12d7dc_battery_voltage,3.97,2026-07-24T23:37:00.156Z
sensor.xiao_sensor_xiao_12d7dc_battery_voltage,3.98,2026-07-24T23:37:11.313Z
sensor.xiao_sensor_xiao_12d7dc_battery_voltage,3.99,2026-07-24T23:37:23.470Z
sensor.xiao_sensor_xiao_12d7dc_battery_voltage,3.97,2026-07-24T23:37:46.026Z
sensor.xiao_sensor_xiao_12d7dc_battery_voltage,3.98,2026-07-24T23:37:57.439Z
sensor.xiao_sensor_xiao_12d7dc_battery_voltage,3.99,2026-07-24T23:38:19.790Z
sensor.xiao_sensor_xiao_12d7dc_battery_voltage,3.98,2026-07-24T23:38:53.309Z
sensor.xiao_sensor_xiao_12d7dc_battery_voltage,3.99,2026-07-24T23:39:04.485Z
sensor.xiao_sensor_xiao_12d7dc_battery_voltage,3.98,2026-07-24T23:39:15.652Z
sensor.xiao_sensor_xiao_12d7dc_battery_voltage,3.99,2026-07-24T23:40:00.640Z
sensor.xiao_sensor_xiao_12d7dc_battery_voltage,3.98,2026-07-24T23:40:11.844Z
sensor.xiao_sensor_xiao_12d7dc_battery_voltage,3.99,2026-07-24T23:40:34.209Z
sensor.xiao_sensor_xiao_12d7dc_battery_voltage,3.98,2026-07-24T23:40:45.381Z
sensor.xiao_sensor_xiao_12d7dc_battery_voltage,3.99,2026-07-24T23:40:56.627Z
sensor.xiao_sensor_xiao_12d7dc_battery_voltage,3.98,2026-07-24T23:41:07.789Z
sensor.xiao_sensor_xiao_12d7dc_battery_voltage,3.99,2026-07-24T23:42:14.822Z
sensor.xiao_sensor_xiao_12d7dc_battery_voltage,3.98,2026-07-24T23:42:37.153Z
sensor.xiao_sensor_xiao_12d7dc_battery_voltage,3.99,2026-07-24T23:44:07.063Z
sensor.xiao_sensor_xiao_12d7dc_battery_voltage,3.98,2026-07-24T23:44:18.217Z
sensor.xiao_sensor_xiao_12d7dc_battery_voltage,3.99,2026-07-24T23:45:58.687Z
sensor.xiao_sensor_xiao_12d7dc_battery_voltage,3.98,2026-07-24T23:46:09.851Z
sensor.xiao_sensor_xiao_12d7dc_battery_voltage,3.94,2026-07-24T23:46:21.011Z
sensor.xiao_sensor_xiao_12d7dc_battery_voltage,3.98,2026-07-24T23:46:32.279Z
sensor.xiao_sensor_xiao_12d7dc_battery_voltage,3.97,2026-07-25T00:18:41.534Z
sensor.xiao_sensor_xiao_12d7dc_battery_voltage,3.98,2026-07-25T00:18:52.702Z
sensor.xiao_sensor_xiao_12d7dc_battery_voltage,3.95,2026-07-25T00:23:55.598Z
sensor.xiao_sensor_xiao_12d7dc_battery_voltage,3.98,2026-07-25T00:24:06.748Z
sensor.xiao_sensor_xiao_12d7dc_battery_voltage,3.97,2026-07-25T00:26:43.430Z
sensor.xiao_sensor_xiao_12d7dc_battery_voltage,3.98,2026-07-25T00:26:54.593Z
sensor.xiao_sensor_xiao_12d7dc_battery_voltage,3.97,2026-07-25T00:27:05.744Z
sensor.xiao_sensor_xiao_12d7dc_battery_voltage,3.98,2026-07-25T00:27:16.907Z
sensor.xiao_sensor_xiao_12d7dc_battery_voltage,3.97,2026-07-25T00:27:39.214Z
sensor.xiao_sensor_xiao_12d7dc_battery_voltage,3.98,2026-07-25T00:27:50.373Z
sensor.xiao_sensor_xiao_12d7dc_battery_voltage,3.97,2026-07-25T00:29:42.331Z
sensor.xiao_sensor_xiao_12d7dc_battery_voltage,3.98,2026-07-25T00:29:53.491Z
sensor.xiao_sensor_xiao_12d7dc_battery_voltage,3.97,2026-07-25T00:31:22.919Z
sensor.xiao_sensor_xiao_12d7dc_battery_voltage,3.98,2026-07-25T00:31:34.132Z
sensor.xiao_sensor_xiao_12d7dc_battery_voltage,3.97,2026-07-25T00:31:56.604Z
sensor.xiao_sensor_xiao_12d7dc_battery_voltage,3.98,2026-07-25T00:32:18.918Z
sensor.xiao_sensor_xiao_12d7dc_battery_voltage,3.97,2026-07-25T00:32:30.081Z
sensor.xiao_sensor_xiao_12d7dc_battery_voltage,3.98,2026-07-25T00:33:14.734Z
sensor.xiao_sensor_xiao_12d7dc_battery_voltage,3.97,2026-07-25T00:33:25.912Z
sensor.xiao_sensor_xiao_12d7dc_battery_voltage,3.98,2026-07-25T00:33:48.538Z
sensor.xiao_sensor_xiao_12d7dc_battery_voltage,3.97,2026-07-25T00:33:59.927Z
sensor.xiao_sensor_xiao_12d7dc_battery_voltage,3.98,2026-07-25T00:34:22.576Z
sensor.xiao_sensor_xiao_12d7dc_battery_voltage,3.97,2026-07-25T00:34:44.917Z
sensor.xiao_sensor_xiao_12d7dc_battery_voltage,3.98,2026-07-25T00:34:57.428Z
sensor.xiao_sensor_xiao_12d7dc_battery_voltage,3.97,2026-07-25T00:35:08.575Z
sensor.xiao_sensor_xiao_12d7dc_battery_voltage,3.98,2026-07-25T00:35:42.603Z
sensor.xiao_sensor_xiao_12d7dc_battery_voltage,3.97,2026-07-25T00:36:04.941Z
sensor.xiao_sensor_xiao_12d7dc_battery_voltage,3.98,2026-07-25T00:36:50.075Z
sensor.xiao_sensor_xiao_12d7dc_battery_voltage,3.97,2026-07-25T00:37:01.245Z
sensor.xiao_sensor_xiao_12d7dc_battery_voltage,3.95,2026-07-25T00:37:35.040Z
sensor.xiao_sensor_xiao_12d7dc_battery_voltage,3.98,2026-07-25T00:37:46.205Z
sensor.xiao_sensor_xiao_12d7dc_battery_voltage,3.94,2026-07-25T00:37:57.518Z
sensor.xiao_sensor_xiao_12d7dc_battery_voltage,3.97,2026-07-25T00:38:08.675Z
sensor.xiao_sensor_xiao_12d7dc_battery_voltage,3.98,2026-07-25T00:38:42.206Z
sensor.xiao_sensor_xiao_12d7dc_battery_voltage,3.97,2026-07-25T00:38:53.376Z
sensor.xiao_sensor_xiao_12d7dc_battery_voltage,3.93,2026-07-25T00:39:27.115Z
sensor.xiao_sensor_xiao_12d7dc_battery_voltage,3.97,2026-07-25T00:39:38.288Z
sensor.xiao_sensor_xiao_12d7dc_battery_voltage,3.94,2026-07-25T00:44:07.570Z
sensor.xiao_sensor_xiao_12d7dc_battery_voltage,3.97,2026-07-25T00:44:18.990Z
sensor.xiao_sensor_xiao_12d7dc_battery_voltage,3.94,2026-07-25T00:59:17.790Z
sensor.xiao_sensor_xiao_12d7dc_battery_voltage,3.97,2026-07-25T00:59:28.966Z
sensor.xiao_sensor_xiao_12d7dc_battery_voltage,3.93,2026-07-25T01:15:02.147Z
sensor.xiao_sensor_xiao_12d7dc_battery_voltage,3.97,2026-07-25T01:15:13.303Z
sensor.xiao_sensor_xiao_12d7dc_battery_voltage,3.95,2026-07-25T01:19:30.626Z
sensor.xiao_sensor_xiao_12d7dc_battery_voltage,3.97,2026-07-25T01:19:41.803Z
sensor.xiao_sensor_xiao_12d7dc_battery_voltage,3.93,2026-07-25T01:25:40.666Z
sensor.xiao_sensor_xiao_12d7dc_battery_voltage,3.97,2026-07-25T01:25:51.875Z
